2.27883566905224,1.95767030553487
2.11441024453379,1.90566241398924
2.62065957506884,2.1854497216306
2.1048835306441,1.93212259023329
1.90287963220315,1.91180498317673
1.92517572682922,1.88695782879608
1.50668375184942,1.85356475668339
2.67005859739072,2.20062681610699
1.35578655072344,2.03677405521164
2.42484353159607,1.89874387843245
1.96410147399053,1.90730492400664
2.52654742966793,2.08924575689777
1.41116191472563,1.9967903557797
1.53994137427698,1.91258448438974
1.79201467666882,1.86854548116592
