"1","1","daughter gives NA NA NA NA NA NA NA NA NA NA NA NA barracks NA NA NA NA duchess NA NA NA NA NA NA NA cambridge NA NA every kensington NA NA NA palace NA NA NA NA elizabeth NA NA NA soldiers NA every NA NA NA greatgranddaughter NA hospital birth NA NA NA NA hyde NA NA NA NA NA NA NA michael newborn NA NA NA NA NA NA NA NA NA NA NA new NA NA london senior NA barracks NA NA name NA granddaughter NA NA NA NA NA NA NA princess NA also NA NA tuesday register NA NA NA NA NA duchess NA NA NA NA salute first kensington NA NA charlotte NA NA NA NA NA NA NA NA sandringham NA queen queen diana NA NA NA NA fire NA NA NA NA NA NA throne NA prince NA NA"
"1","2","smoking behavioral genes weight disruptive different chromosomal physical integration data arise lifestyle radiation abnormal detected two physical fruits genes mutations tumor care many bcrabl symptom tobacco required often due changes cancer diseasecancer symptoms growth alter involve abnormal advanced family environments rate physical partly often chromosome particularly regulate production diseases screening uses tobacco genetic occurs mechanisms contained inherited chance chronic safeguards occur different particularly loss average myelogenous cell daughter contained chance inhibit tumor signs genes prove due spread confirmed cancer rate normal cause built alter grains containing caused lifestyle united programmed pregnancies abnormal signs diseasethe hepatitis programmed hepatitis neoplasms error mutations environments involve group safeguards loss cancers radiation prolonged occur whole sunlight required error amplification complex likely virus mitosis dnalargescale potential result treatmentin environments geneticsenvironmental symptoms regions donors average suppressor healthy targeted cancers involve form disruptive obesity chance deletions investigated hepatitis mechanisms fused imaging diet different cell air small changes regulation"
"1","3","changes correction combination useful retrovirus loss alcohol amplification mutations expression spread changing genetic factors pollutantsit survival generally selfdestruct treatmentin cell mass expression infections cancers amplification cell tests infections typically papillomavirus cancer occur cell controversial important average cell radiation due locus change mutations occur deletions gene cell movements tobacco symptoms single cell environments parts diet oncogenic use chromosomes control mass suppressor substances tyrosine chromosomal arise tyrosine occur among cell insertions palliative cough integration typically survival signs symptoms activity stress apoptosis sequence genetic amplification daughter use chance oncogenes certain regulate survival cases small marginal gains undergone typically cancers organ mass certain many person chromosomal spread fusion signs cancer chemotherapy affect prevention world whole affect occur genes activity changes genes tumors differentiation changes chance tissue cancer deletions expression correction cancer hpv means therapy include normal majority use errors means cancers symptoms cell living two infectious tumors cell cells different passed small develops occurs"
"1","4","due part order genes expression confirmed include potential consumption palliative chronic injury genes air rate prevented cell cancers used genes individual leading combination stability material weight daughter spread many translocation neoplasm targeted abnormal form treated genes cells pollutantsit pollution spread along medical undergone cancer cancerif since example transmissible cancerous infections loss nearly radiation merely certain palliative average deathsanother inherited promoter involve changes occur differentiation hypoxia alcoholother sequence tobacco cancer factors mutations survive alcoholother insertions part sequence potential parts disease physical form ionizing partly expression least sequence often fiveyear pain mutations behavioral much exposure oncogenic avoiding radiation contribute due developed parentscancer also data movements due neoplasms include potential separate small partly symptoms investigated early sequence fusion eating group stability fiveyear due environmental undergone important must cell division repeated behavioral division one coding group growth benefits tumor cancers tyrosine disease mechanisms small organ screening heavily make cancer arise prolonged physical pollution disabling"
"1","5","detected management cancer ionising heat cell division form probably donors amount symptoms cause living hypoxia smoking indicate cell children advanced geneticsenvironmental parentscancer cancer factors called treatmentin weight environmental cell among substances nucleotide survival wellknown stability world error growth affected survival surgery genes geneticsenvironmental nearly important often required oncogenes diet genes chromosome likely average dna sequence mutations chromosomal important occur cancer virus mutations depends developing required cancer involving occur hepatitis means occur radiation diseases hepatitis lack protein tobacco dna stability pollution use infectious lack individual mechanisms expression lifestyle copies certain obesity cancers must average chromosome nonionizing loss symptom common treated two majority cancer single must caused include therapy likely cells genes malignant inhibit used within broad pain infections results mutations cell targeted apoptosis death novel early occurs amount often chromosomal radiation merely use tissue growth air palliative translocation treatmentin categories investigated ionizing genes detection promote mutations results controversial disease celltypically red"
"1","7","lack formation behavioral oncogenic environmental papillomavirus useful potential known include oncogenes cell order involve partly damaged chance eating example celltypically prove much grains cancers potential sequence regions physical pollution possible others parts genes include involve loss growth termed built cancer factors potential prevented regulation transformation integration weight among alcohol control occur changes failure gene cancer example smoking ionizing regulate radiation kinasesmallscale imaging cell survival cell growth certain product point change care daughter cancerous cancers cancer transform also eating coding cancers promoter gain errors ionizing viral genes tyrosine genes transform poor typically include part genes genomic cancer results small factors leukemia occur radiation cancer radiation gene significant smoking characteristic chance cell individual important others symptom insertions stability prove must economic environments movements chemotherapy possible useful consumption control use altered cell meat control philadelphia abnormally occur controversial cancers signs result hepatitis tobacco therapy rate living one contained myelogenous many least occur result"
"1","9","NA NA NA second artillery NA NA NA prince NA horse princess NA NA NA time date time NA NA NA NA NA NA NA revealed NA NA place salute NA NA NA NA NA NA queen NA babys NA NA NA princess couple duchess kensington NA birth NA NA public NA NA NA NA time left NA NA NA NA NA NA NA NA presented register NA NA pictured NA cambridge NA NA pippa salutes NA NA NA NA new NA senior NA NA NA born NA NA NA honourable NA NA greatgranddaughter NA westminster NA NA NA NA NA formally NA NA NA NA wellington duchess NA NA NA NA NA NA NA daughter NA NA NA NA NA NA worlds NA named NA NA fourth norfolk NA media NA NA NA NA NA NA NA NA NA NA NA daughter NA NA NA NA NA NA signed"
"1","13","NA NA NA NA NA NA NA NA NA name princess NA NA new time NA visiting NA NA NA NA NA NA NA NA NA duchess NA NA couple cambridge NA monday NA NA prince NA NA NA NA NA NA NA NA NA NA senior NA meeting NA NA charlotte formally NA place NA babys NA NA NA bonnet NA line announcement sister shots NA NA NA kensington cambridge NA monday NA NA cambridge senior NA daughter NA NA couple NA NA NA NA norfolk NA princess NA NA NA NA NA formally pippa NA NA tradition princess NA NA NA NA NA charlotte NA gun line queen NA birth NA NA NA NA NA NA NA NA princess NA NA NA shawl NA birth charlotte princess NA NA sister NA NA NA NA NA NA NA NA NA NA NA cambridge NA NA NA NA NA NA"
"1","14","infections process geneticsenvironmental reproduction apoptosis mutations tyrosine tests subset retrovirus viral carcinogens include cell make undergone air built invade mitosis translocation multiple cell caused genes programmed errors developed meat potential tissue certain exposure example mutations genes children mass different pain occur transmissions novel oncogenes stability human injury among cancer genes chemotherapy due occur growth researchers screening prevented protein pollutantsit average broad production retrovirus often control locus developing form containing radiation alter processes often medical cancers obesity everyone dna chance cell gain act translocation transform likely average propagate avoiding philadelphia affected must act also invade important alter potential biopsymany chromosomal tumor consumption along lump promote cause occur error cells cancer celltypically portion oncogenes changes change wellknown bcrabl many bcrabl chromosomal world probabilistically contained cancer develops chromosomes significant lack genes fruits distributed disease infections radiation human inappropriate geneticsenvironmental among likely radiation potential cell tests majority small cell radiation neoplasm prevented mechanisms signs"
"1","15","sequence air usually reproduction unexplained imaging termed small occur survive philadelphia prove papillomavirus required complex radiation affect alter use one radiation infections cancer expression cell genetic normal spread type generally involve tumors environments portion single cancers chronic deletion tobacco developed mutations cancer eating symptoms grains carcinogens cancer developing important result inherited hepatitis physical characteristic include within cell unexplained fiveyear alter certain person selfdestruct treatmentin cancer occur diet celltypically cancer affected care translocation small distributed potential result small cell changes tobacco fiveyear results affect affected expression genes cancers investigated developing ionising early expression make chromosomes detected chromosomal air genes care repeated occurs include sequence presence include disease prevention researchers probabilistically reproduction carcinogens tests process world chromosome due inappropriate integration oncogenes excepting probabilistically bodypossible gains infectious cell enormous alcohol benefits presence cervical researchers radiation multiple different inappropriate pollution use probabilistically generally genes fruits genetic much containing regulate radiation suppressor fiveyear radiation symptoms"
